Score,Asian,Black,Hispanic,White
0.0,0.0,0.0007000000000000001,0.0001,0.0001
0.5,0.0013,0.011199999999999998,0.004599999999999999,0.0025
1.0,0.007500000000000001,0.0414,0.0175,0.009
1.5,0.0019000000000000006,0.011399999999999993,0.0052,0.002700000000000001
2.0,0.0024999999999999988,0.014200000000000004,0.0075,0.003700000000000002
2.5,0.0019000000000000006,0.013799999999999993,0.005499999999999998,0.0028999999999999963
3.0,0.0031999999999999997,0.019299999999999998,0.009799999999999996,0.0046
3.5,0.003700000000000002,0.01620000000000002,0.0075,0.004100000000000003
4.0,0.002799999999999997,0.017600000000000005,0.008300000000000009,0.004299999999999998
4.5,0.0010000000000000009,0.0058,0.0031999999999999945,0.0015000000000000013
5.0,0.0052,0.025599999999999984,0.013000000000000012,0.006500000000000006
5.5,0.0039000000000000007,0.020900000000000002,0.010899999999999993,0.005299999999999992
6.0,0.0040999999999999995,0.019099999999999978,0.0087,0.005600000000000001
6.5,0.001800000000000003,0.012100000000000027,0.006200000000000011,0.002799999999999997
7.0,0.0032000000000000015,0.017600000000000005,0.01139999999999998,0.005500000000000005
7.5,0.0031999999999999945,0.008199999999999985,0.004400000000000015,0.0022999999999999965
8.0,0.0029999999999999957,0.014400000000000024,0.007999999999999993,0.004699999999999996
8.5,0.0011999999999999997,0.006000000000000005,0.004200000000000009,0.0021000000000000046
9.0,0.0024000000000000063,0.010399999999999965,0.004899999999999988,0.0031999999999999945
9.5,0.0015000000000000013,0.007900000000000018,0.005599999999999994,0.002600000000000005
10.0,0.0020999999999999977,0.010699999999999987,0.005500000000000005,0.003500000000000003
10.5,0.0010000000000000009,0.007099999999999995,0.004899999999999988,0.0024999999999999883
11.0,0.0040999999999999995,0.011299999999999977,0.006900000000000017,0.004200000000000009
11.5,0.0021000000000000046,0.01040000000000002,0.005400000000000016,0.0031999999999999945
12.0,0.004900000000000002,0.017799999999999983,0.011099999999999999,0.006200000000000011
12.5,0.0034000000000000002,0.009600000000000053,0.005499999999999977,0.003599999999999992
13.0,0.0031999999999999945,0.011300000000000032,0.007800000000000001,0.004800000000000013
13.5,0.003599999999999992,0.010099999999999942,0.005899999999999989,0.003599999999999992
14.0,0.004300000000000012,0.01579999999999998,0.011500000000000038,0.006500000000000006
14.5,0.002799999999999997,0.009599999999999997,0.006599999999999995,0.0033999999999999864
15.0,0.0040999999999999925,0.013200000000000045,0.008599999999999997,0.005400000000000002
15.5,0.003599999999999992,0.008399999999999963,0.005899999999999989,0.0031999999999999945
16.0,0.0030000000000000165,0.011300000000000032,0.008099999999999996,0.004799999999999999
16.5,0.0030000000000000027,0.008400000000000019,0.0067000000000000115,0.003400000000000014
17.0,0.002699999999999994,0.009499999999999953,0.007999999999999952,0.0040999999999999925
17.5,0.0020999999999999908,0.007500000000000007,0.0048000000000000265,0.0029000000000000137
18.0,0.004300000000000012,0.008199999999999985,0.006500000000000006,0.004299999999999998
18.5,0.0014999999999999875,0.006700000000000039,0.0048000000000000265,0.002799999999999997
19.0,0.0040000000000000036,0.006899999999999962,0.006799999999999973,0.0040000000000000036
19.5,0.0029000000000000137,0.005300000000000027,0.004300000000000026,0.002599999999999991
20.0,0.005699999999999983,0.03759999999999997,0.020999999999999963,0.010399999999999993
20.5,0.0031000000000000055,0.00990000000000002,0.006200000000000039,0.0033999999999999864
21.0,0.0033999999999999864,0.01200000000000001,0.009699999999999986,0.004900000000000043
21.5,0.0022000000000000075,0.006599999999999939,0.0040999999999999925,0.00269999999999998
22.0,0.00360000000000002,0.008600000000000052,0.007000000000000006,0.004299999999999998
22.5,0.0030000000000000027,0.006099999999999994,0.00539999999999996,0.0030999999999999917
23.0,0.002899999999999986,0.008300000000000085,0.006900000000000073,0.0039000000000000146
23.5,0.0022000000000000075,0.006599999999999939,0.008199999999999985,0.003599999999999992
24.0,0.005399999999999988,0.011399999999999966,0.011299999999999977,0.006000000000000005
24.5,0.0025000000000000022,0.006199999999999983,0.006099999999999994,0.003599999999999992
25.0,0.0030999999999999917,0.008300000000000085,0.00880000000000003,0.004500000000000004
25.5,0.0021000000000000185,0.006299999999999972,0.0049000000000000155,0.0030000000000000027
26.0,0.004599999999999993,0.008499999999999952,0.007799999999999974,0.004299999999999998
26.5,0.004400000000000015,0.006099999999999994,0.006999999999999951,0.0040000000000000036
27.0,0.004799999999999999,0.008500000000000063,0.009500000000000064,0.006000000000000005
27.5,0.002999999999999975,0.006099999999999994,0.006799999999999973,0.003500000000000003
28.0,0.0050000000000000044,0.008499999999999952,0.00930000000000003,0.005700000000000011
28.5,0.003700000000000009,0.005599999999999938,0.007199999999999984,0.003599999999999992
29.0,0.006599999999999995,0.008700000000000152,0.010799999999999976,0.007300000000000001
29.5,0.0022999999999999965,0.0037000000000000366,0.005300000000000027,0.004299999999999998
30.0,0.005700000000000011,0.007199999999999984,0.007799999999999974,0.005299999999999944
30.5,0.004500000000000004,0.004799999999999804,0.004200000000000037,0.0035000000000000586
31.0,0.008199999999999985,0.007400000000000184,0.009499999999999953,0.006299999999999972
31.5,0.0039000000000000146,0.0039000000000000146,0.00550000000000006,0.003599999999999992
32.0,0.0041999999999999815,0.006199999999999872,0.00809999999999994,0.0049000000000000155
32.5,0.005600000000000022,0.0046000000000000485,0.006900000000000017,0.0040999999999999925
33.0,0.005500000000000005,0.005499999999999949,0.006099999999999994,0.005200000000000038
33.5,0.003999999999999976,0.005300000000000082,0.006099999999999994,0.003999999999999948
34.0,0.0063,0.005299999999999971,0.006799999999999973,0.005400000000000016
34.5,0.0039000000000000146,0.0048000000000000265,0.006400000000000072,0.0049000000000000155
35.0,0.007899999999999963,0.008000000000000007,0.009199999999999986,0.007299999999999973
35.5,0.0035000000000000586,0.0024999999999999467,0.0043999999999999595,0.0026000000000000467
36.0,0.006799999999999973,0.006299999999999972,0.009299999999999975,0.007500000000000007
36.5,0.003400000000000014,0.0028000000000000247,0.0039000000000000146,0.0032999999999999696
37.0,0.008900000000000019,0.007600000000000051,0.010800000000000032,0.00770000000000004
37.5,0.0030000000000000027,0.0028999999999999027,0.0034000000000000696,0.0033999999999999586
38.0,0.008499999999999952,0.007199999999999984,0.010099999999999887,0.007500000000000007
38.5,0.00269999999999998,0.0031000000000001027,0.0032000000000000917,0.002999999999999947
39.0,0.008500000000000008,0.005299999999999971,0.008399999999999963,0.00660000000000005
39.5,0.0021000000000000463,0.0023000000000000798,0.0028000000000000247,0.0024000000000000132
40.0,0.0050000000000000044,0.0036999999999998145,0.00539999999999996,0.005300000000000027
40.5,0.004799999999999971,0.0043000000000000815,0.0041999999999999815,0.0038999999999999035
41.0,0.006900000000000017,0.005300000000000082,0.006800000000000028,0.005800000000000083
41.5,0.0031999999999999806,0.0020999999999998797,0.0035999999999999366,0.0026999999999999247
42.0,0.00660000000000005,0.005700000000000038,0.00770000000000004,0.006400000000000017
42.5,0.0042999999999999705,0.0037000000000000366,0.0046000000000000485,0.0038000000000000256
43.0,0.005899999999999961,0.005199999999999982,0.007099999999999995,0.006199999999999983
43.5,0.005400000000000016,0.0027000000000000357,0.0041999999999999815,0.0039000000000000146
44.0,0.00770000000000004,0.005400000000000071,0.008399999999999963,0.006199999999999983
44.5,0.006099999999999994,0.0034999999999998366,0.00550000000000006,0.005599999999999994
45.0,0.005699999999999983,0.0037000000000001476,0.006399999999999961,0.0049000000000000155
45.5,0.006599999999999995,0.0036999999999998145,0.005499999999999949,0.005300000000000027
46.0,0.006699999999999984,0.0038000000000001366,0.006000000000000116,0.005699999999999983
46.5,0.005600000000000049,0.0019000000000000128,0.0033999999999998476,0.003699999999999981
47.0,0.008799999999999919,0.0044999999999999485,0.007600000000000051,0.007599999999999996
47.5,0.005300000000000027,0.0020999999999999908,0.0034000000000000696,0.0033000000000000806
48.0,0.008099999999999996,0.0037999999999999146,0.006900000000000017,0.007799999999999918
48.5,0.004400000000000015,0.002000000000000113,0.0037000000000000366,0.004000000000000059
49.0,0.005300000000000027,0.0027999999999999137,0.0045999999999999375,0.004699999999999982
49.5,0.00539999999999996,0.0026000000000000467,0.0044999999999999485,0.004799999999999971
50.0,0.007300000000000029,0.0036000000000000476,0.006000000000000005,0.006099999999999994
50.5,0.0040000000000000036,0.0019000000000000128,0.0030000000000001137,0.003000000000000058
51.0,0.008500000000000008,0.0029999999999998916,0.005799999999999916,0.005599999999999938
51.5,0.00489999999999996,0.0019000000000000128,0.0040000000000000036,0.0042999999999999705
52.0,0.008700000000000041,0.0021999999999999797,0.005700000000000038,0.005800000000000083
52.5,0.006400000000000017,0.0023000000000000798,0.0050000000000000044,0.0040000000000000036
53.0,0.008699999999999986,0.0029999999999998916,0.005499999999999949,0.005599999999999938
53.5,0.008099999999999996,0.0028000000000000247,0.0042999999999999705,0.0050000000000000044
54.0,0.009099999999999941,0.0029000000000001247,0.005800000000000138,0.006300000000000028
54.5,0.005300000000000027,0.0013999999999999568,0.0030999999999998806,0.0030000000000000027
55.0,0.010000000000000009,0.0036000000000000476,0.006000000000000005,0.006599999999999939
55.5,0.004099999999999937,0.0021999999999999797,0.0036999999999999256,0.0037000000000000366
56.0,0.007099999999999995,0.0024999999999999467,0.005700000000000038,0.005900000000000016
56.5,0.005900000000000127,0.0019000000000000128,0.0039000000000000146,0.0037000000000000366
57.0,0.008499999999999952,0.0021999999999999797,0.006000000000000005,0.006099999999999994
57.5,0.0050000000000000044,0.0010999999999999899,0.0032999999999999696,0.0035999999999999366
58.0,0.006699999999999928,0.0020000000000000018,0.005600000000000049,0.006200000000000094
58.5,0.005700000000000038,0.0016000000000000458,0.0038000000000000256,0.0041999999999999815
59.0,0.008400000000000074,0.0027000000000000357,0.0047999999999999154,0.006199999999999983
59.5,0.005599999999999938,0.0016999999999999238,0.0036000000000000476,0.0043999999999999595
60.0,0.009499999999999953,0.0030999999999999917,0.00550000000000006,0.006700000000000039
60.5,0.0052000000000000934,0.0012000000000000899,0.0030999999999998806,0.0031999999999999806
61.0,0.0050000000000000044,0.0020999999999998797,0.0037000000000000366,0.005099999999999993
61.5,0.006299999999999972,0.0018000000000001348,0.0034999999999999476,0.0050000000000000044
62.0,0.006500000000000061,0.0018999999999999018,0.0041000000000001036,0.0050000000000000044
62.5,0.009599999999999942,0.002000000000000113,0.0039999999999998925,0.00539999999999996
63.0,0.006199999999999983,0.0020000000000000018,0.0027000000000001467,0.00539999999999996
63.5,0.007900000000000018,0.0021999999999999797,0.0043999999999999595,0.005900000000000127
64.0,0.007900000000000018,0.0017000000000000348,0.0045999999999999375,0.006099999999999994
64.5,0.0035999999999999366,0.0011999999999998678,0.0024000000000000687,0.0027999999999999137
65.0,0.008000000000000007,0.0013999999999999568,0.0042999999999999705,0.005800000000000027
65.5,0.0045999999999999375,0.0012000000000000899,0.0018000000000000238,0.0036999999999999256
66.0,0.006500000000000061,0.0015000000000000568,0.0039000000000000146,0.006000000000000116
66.5,0.006399999999999961,0.0010000000000000009,0.0031999999999999806,0.0032999999999999696
67.0,0.0028000000000000247,0.0007999999999999119,0.0020000000000000018,0.0031999999999999806
67.5,0.010199999999999987,0.0026000000000000467,0.005099999999999882,0.007000000000000006
68.0,0.0026000000000000467,0.0006999999999999229,0.0018000000000001348,0.0023000000000000798
68.5,0.0037000000000000366,0.001000000000000112,0.0020000000000000018,0.0030999999999998806
69.0,0.008000000000000007,0.0016999999999999238,0.0043999999999999595,0.007099999999999995
69.5,0.0050000000000000044,0.0010000000000000009,0.0026999999999999247,0.0044000000000000705
70.0,0.005199999999999871,0.0012999999999999678,0.0027000000000001467,0.0040999999999998815
70.5,0.004000000000000115,0.0015000000000000568,0.0026999999999999247,0.0044000000000001815
71.0,0.0039999999999998925,0.0010000000000000009,0.0023999999999999577,0.0034999999999999476
